Company Name,Address,City,Phone,Website
Bawakaraeng Cellular & Phone Shop,"Jl Gn Bawakaraeng 15,Pisang Utara,Ujungpandang, ",Makassar,0411 310023,
BATUKARU SARI PT,"Jl Jend Gatot Subroto Tmr 97 DENPASAR 80239, P.O. Box: 80239, ",Denpasar,0361-463099,
BATU KARU SARI PT,"Jl HOS Cokroaminoto 132 DENPASAR 80116, P.O. Box: 80116, ",Denpasar,0361-429899,
BATU AJI PT,"Kompl Ruko Cipta Jaya BATAM 29439, P.O. Box: 29439, ",Batam,0778-391791,
BATAVIA MANDALAPUTRA PT,"Jl Matraman Dlm III 2 RT 011/07 JAKARTA 10320, P.O. Box: 10320, ",Jakarta,021-31907006,
BATARA ADYASWARA PT,"Jl Terusan Enim 60 BANDARLAMPUNG 35213, P.O. Box: 35213",,0721-253145,
Bell Phone,"Jl MH Thamrin Kompl Pert Lokitasari Bl B/3 Lt 2,Pemecutan Klod,Denpasar Bar, ",Denpasar,0361 431229,
Belmera PT Radio,"Kompl Griya Mora Indah Bl B/48 20362, ",Medan,061-7941873,
Beji Trans Sejahtera CV,"Jl Raya Serang Km 71/17, ",Serang,0254 402497,
Be Gorges,"Jl Prof Dr Satrio ITC Kuningan Bl C-2 Lt 3/3,Karet Kuningan,Setia Budi, ",Jakarta,021 57935192,
BEGITA PT,"Jl Jend Sudirman 35 KABANJAHE 22113, P.O. Box: 22113",,0628-20971,
Be Cellular,"Jl KH Hasyim Ashari Roxy Mas Plaza Lt 1/65-A,Cideng,Gambir, ",Jakarta,021 63858049,
Begita PT Radio,Jl Jend Sudirman 35 22113,,0628-20971,
Begita PT Radio,"Jl Jend Sudirman 35 22113, KABANJAHE",,0628-20971,
Bee Tho Phon PT Radio,"Jl Sultan Hotel 32, ",Banda Aceh,0651-21901,
Beauty Cellular,"Jl Kusuma Bangsa 116-118 Hi-Tech Mall Lt Dasar Bl C/26-27,Tambaksari,Tambak, ",Surabaya,031 5478655,
BCR Cell,"Jl Pojung RT 002/05,Bancaran,Bangkalan, BANGKALAN 69112",,031 3092883,
BD Hanphono,"Jl Bukit Duri Tanjakan 37,Bukit Duri,Tebet, ",Jakarta,021 8308014,
B100 Cell,"Jl Gajah 29,Turangga,Lengkong, ",Bandung,022 70187899,
B 55 Cell,"Jl Banteng 55,Turangga,Lengkong, ",Bandung,022 70671666,
B1 Cell,"Jl Kliningan Bl D/93,Turangga,Lengkong, ",Bandung,022 70092226,
Bcc,"Jl Purnawarman 13-15 Ged BEC Bl C Lt UG/06,Babakan Ciamis,Sumurbandung, ",Bandung,022 4205450,
Bengkalis Madani CV,"Jl HOS Cokroaminoto, BENGKALIS",,0766 21116,
Bening Jaya CV,"Jl Bhayangkara 1 RT 002/01,Jelupang,Serpong, ",Tangerang,021 70284091,
Bengawan Madiun UD,"Jl Mayjen Sungkono 65,Nambangan Lor,Mangunharjo, ",Madiun,0351 454632,
Benua Cell Toko,"Kandilo Plaza Lt 1 A, TANAH GROGOT",,0543 24432,
Bente Sellular,"Jl Raya Mranggen 25, ",Semarang,024 6710034,
Bent Cellular,"Jl Raden Intan 118-B,Enggal,Tanjung Karang Pusat, BANDARLAMPUNG 35118",,0721 240256,
Bent Celluler,"Jl Raden Intan 118-B, BANDARLAMPUNG",,0721 240254,
Benq Zone,"Jl Veteran 2, ",Malang,0341 559896,
Benovon,"Jl Jed A Yani 1 Ged Plaza Simpang Lima 1 Lt Dasar Bl B/04-H, ",Semarang,024 8453857,
Bengkel Cell Toko,"Jl RS Fatmawati 39 ITC Fatmawati Bl KS Lt Dasar 23,Cipete Utara,Kebayoran B, ",Jakarta,021 7246421,
Ben G,"Jl Raya Dukuh Kupang 126,Dukuh Kupang,Dukuh Pakis, ",Surabaya,031 70111911,
Benny Hamdani Toko,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl J Lt 4/786,Cempaka Baru,K, ",Jakarta,021 42873180,
Ben Handphone,"Jl Prof Dr Supomo SH 9,Menteng Dlm,Tebet, ",Jakarta,021 8312466,
Benpas Radio,Jl Suprapto Karanganyar 50 41211,,0260-412407,
Benpas Radio,"Jl Suprapto Karanganyar 50 41211, SUBANG",,0260-412407,
BELUSINDO UTAMA PT,"Jl HM Joyomartono 43 RT 003/21 BEKASI 17113, P.O. Box: 17113, ",Bekasi,021-8823734,
BELYNDO DWI PERSADA PT,"Jl P Harapan Indah 98 RT 011/10 JAKARTA 11730, P.O. Box: 11730, ",Jakarta,021-55954571,
BELLA BARSAN PT,"Jl Prambanan 12 BATAM 29454, P.O. Box: 29454, ",Batam,0778-453329,
Berkat Cellular,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl K Lt 4/927,Cempaka Baru,K, ",Jakarta,021 42903505,
BELMERA PT,"Kompl Griya Mora Indah Bl B/48 MEDAN 20362, P.O. Box: 20362, ",Medan,061-7941873,
Berkah Sellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 113-B,Cideng,Gambir, ",Jakarta,021 63857968,
Berkah Com Sell,"Jl Sawo Brt 81-A RT 008/04,Kraton,Tegal Barat, ",Tegal,0283 342124,
Belya Karyatiga PT,"Jl Kebayoran Lama 44 RT 002/01,Grogol Utara,Kebayoran Lama, ",Jakarta,021 53677198,
Berita Cahaya Indonesia Radio,"Kompl Taman Semanan Indah Bl NQ/17,Duri Kosambi,Cengkareng, ",Jakarta,021 54351975,
Beringin Persada Group PT,"Jl Bromo 41,Suka Ramai I,Medan Area, ",Medan,061 7325546,
Berlian Selluler,Jl Muradi 15 37361,,0748-21322,
Bercahaya Radio,Jl Jend Sudirman 7 53223,,0282-532111,
Berita Matoa FM Radio,Jl Tugu Jepang Kompl Amban,,0962-211852,
Berkah FM,"Jl KH Asnawi 1 42213, PANDEGLANG",,0253-205998,
Berlian Murni CV,"Jl Ketintang Tmr PTT V 14 60231, ",Surabaya,031-8284125,
Berhias Suara Angkasa PT Radio,Jl Gajah Mada 131 52218,,0283-673393,
Bercahaya Radio,"Jl Jend Sudirman 7 53223, CILACAP",,0282-532111,
Berhias Suara Angkasa PT Radio,"Jl Gajah Mada 131 52218, BREBES",,0283-673393,
Bergaya Nyanyian Irama Sejati PT,"Jl Tarumanegara 45 15419, ",Jakarta,021-7419285,
Berlian Selaras Tiara PT Radio,"Jl Rusa 18 94118, ",Palu,0451-411229,
Beo Persada Radio,"Jl Swarga RT 003, ",Tarakan,0551-5510345,
Beoli Radio,"Jl Cokro Aminoto 79, BANDARLAMPUNG",,0721 263971,
Bernice Selluler,"Jl Kramat 122 Kompl Polisi RT 007/01,Kebayoran Lama Selatan,Kebayoran Lama, ",Jakarta,021 7210768,
Beo Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 2 61-A,Cideng,Gambir, ",Jakarta,021 70771270,
Berkat Jaya Group CV,"Jl Merdeka 9-F,Wilayah Kec Sekayu Lainnya,Sekayu, PANGKALANBALAI 30751",,0711 891113,
Berkat Rahmatmu CV,"Jl Kb Jeruk Raya 14 RT 011/02,Kebon Jeruk,Kebon Jeruk, ",Jakarta,021 5311352,
Berkah Met CV,"Jl Kota Raman, ",Metro,0725 7628059,
Berkah Lestari CV,"Jl HH 9 RT 012/01,Kebon Jeruk,Kebon Jeruk, ",Jakarta,021 5301358,
Berkah Mandiri Pratama CV,"Jl Mauk Raya RT 002/01,Mauk, ",Tangerang,021 59331793,
Berkah Kota Agung CV,"Jl Ir H Juanda, KOTAAGUNG",,0722 22312,
Berkah Insani CV,"Jl Pisangan Lama III 8 RT 006/12,Pisangan Timur,Pulo Gadung, ",Jakarta,021 47862697,
Berkah Bersama Perdana PT,"Jl RS Fatmawati 98,Gandaria Selatan,Cilandak, ",Jakarta,021 75914792,
Berkah Ikhtiar Bersama PT,"Jl RH Lukman,Cibinong,Cibinong, CIBINONG 16911",,021 87908296,
Berkah Bersama CV,"Jl Pulo Nangka Brt II 73 RT 010/16,Kayu Putih,Pulo Gadung, ",Jakarta,021 4712669,
Berkah Caruban CV,"Jl Panglima Sudirman 29,Mejayan, CARUBAN 63153",,0351 384694,
Beris Utama Mandiri CV,"Jl Kota Bambu Utr IV 7 RT 005/07,Kota Bambu Selatan,Palmerah, ",Jakarta,021 5665207,
Beringin Yantel,"Jl Beringin Raya 30 Perum Gubernur,Rappocini,Tamalate, ",Makassar,0411 433072,
Berkah Bandar Jaya CV,"Jl Raden Intan, BANDARJAYA",,0720 529360,
Berhasil CV,"Jl KH Hasyim Ashari 63 RT 004/01,Poris Pelawad,Cipondoh, ",Tangerang,021 55744194,
Beringin Wisata PT,"Jl Jend Sudirman 24,Muaradua, MUARADUA 32171",,0735 590791,
Bestindo Toko,"Jl Samarinda 47,Mesjid,Medan Kota, ",Medan,061 7362226,
BERKAT LINTAS ANUGRAH PT,"Jl Amil Wahab 17 RT 012/09 JAKARTA 13510, P.O. Box: 13510, ",Jakarta,021-80888792,
BESAKIH RASISONIA PT,"Jl Untung Surapati Gg Sedap Malam 8 AMLAPURA 80813, P.O. Box: 80813",,0363-21791,
Bestari Jaya CV,"Jl Raya Hankam 5 RT 001/08,Jati Makmur,Pondok Gede, ",Jakarta,021 8488882,
Best One Phone,"Jl Brigjen Katamso Kompl Istana Bisnis Centre 45-Q,Sukaraja,Medan Maimun, ",Medan,061 7321283,
Be Smart Data Mobile,"Jl Jend Sudirman 59, ",Yogyakarta,0274 7413810,
Best Selular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 3 93,Cideng,Gambir, ",Jakarta,021 6304734,
Best,"Jl Raya Bogor Km 19 Kramat Jati Indah Plaza Bl P-1 Lt Dasar/15,Kramat Jati, ",Jakarta,021 9133859,
Bestari PT Radio,Jl Raya Siliwangi 311 RT 002/01,,0266-732949,
Best FM PT Radio,"Jl Gajah Mada 234 68131, JEMBER",,0331-487971,
Bestari PT Radio,"Jl Raya Siliwangi 311 RT 002/01, CICURUG",,0266-732949,
Best FM Jember,"Jl Jend Sudirman 64211, PARE",,0354-399275,
BERKAH PENA MAS PT,"Ds Cikampek Gg Krajan III 49 RT 001/04 PURWAKARTA 41373, P.O. Box: 41373",,0264-311136,
BERLIAN SELARAS TIARA PT,"Jl Rusa 18 PALU 94118, P.O. Box: 94118, ",Palu,0451-411229,
Besakih Rasisonia PT Radio,"Jl Untung Suropati Gg Sedap Malam 8,Subagan,Karang Asem, AMLAPURA 80813",,0363 21791,
Best FM PT Radio,Jl Gajah Mada 234 68131,,0331-487971,
Best FM Jember,Jl Jend Sudirman 64211,,0354-399275,
BERKAH NIAGA DUNIA PT,"Jl Kartika Wanasari Bl F-5/15 BEKASI 17520, P.O. Box: 17520, ",Bekasi,021-88360396,
BERKAH LARE GRAGE PT,"Kompl Depag 1-D JAKARTA 11710, P.O. Box: 11710, ",Jakarta,021-54393020,
BHAKTI MUSIK WASTUKENCANA PT,"Jl Anyer 52 BANDUNG 40272, P.O. Box: 40272, ",Bandung,022-7207600,
Bhanda CV,"Jl Desa Tetaan, KALIANDA",,0727 7336186,
BHAKTI MAJU KOPERASI PT,"Ds Sukamaju 12 RT 002/04 CIBINONG, ",Cibinong,021-89933597,
Bhakti Putra Persada CV,"Jl P Diponegoro 48-A RT 006/09, ",Salatiga,0298 312899,
Bhakti Ratna Warta PT,"Jl Jend A Yani 462,Dauh Puri Kaja,Denpasar Barat, ",Denpasar,0361 412102,
Bhakti Mulya CV,"Jl Rau Trade Centre Bl J-5/2-3,Cimuncang,Serang, ",Serang,0254 240018,
Bharata Bhaktinusa PT Radio,"Jl Raden Patah,Sudimara Barat,Ciledug, ",Jakarta,021 9126934,
Bhakti Dirgantara Suara Batang PT Radio,Jl Jend A Yani 186 51215,,0285-391325,
Bhayangkara Poso Radio,Jl Pulau Sumatera,,0452-21277,
Bhatara Suara Sakti PT Radio,"Jl Letjen Haryono MT 17 62114, BOJONEGORO",,0353-885258,
Bhakti Musik Wastukencana PT Radio,"Jl Anyer 52 40272, ",Bandung,022-7207600,
Bhakti Dirgantara Suara Batang PT Radio,"Jl Jend A Yani 186 51215, BATANG",,0285-391325,
Bhayangkara Poso Radio,"Jl Pulau Sumatera, POSO",,0452-21277,
Bezitatel CV,"Jl Pramuka U Malahayati, BANDARLAMPUNG",,0721 270599,
Bhaktera Bahana Suara PT Radio,"Jl Kali Putih 3-B 28282, ",Pekanbaru,0761-42733,
Bhatara Suara Sakti PT Radio,Jl Letjen Haryono MT 17 62114,,0353-885258,
Beyondstar Toko,"Jl Mangga Dua Raya Ruko Agung Sedayu Bl B/134-A,Mangga Dua Selatan,Sawah Be, ",Jakarta,021 6129987,
Biji Mata CV,"Jl Medan - Banda Aceh,Kota Bireuen,Jeumpa, BIREUEN 24211",,0644 323936,
Big Comcell,"Jl R Wijaya 1 RT 001/01,Tanggulangin, SIDOARJO 61272",,031 8943344,
Big Papa Rental,"Jl Colombo 14,Caturnunggal,Depok, ",Yogyakarta,0274 541337,
Big Cell,"Jl Yos Sudarso Gg Kenari I 8 RT 001/01, BANDARLAMPUNG",,0721 487415,
Big Blue Cellular,"Jl Mayjend Sungkono 5,Pakelan,Kediri, ",Kediri,0354 7000900,
BIG Lion Cell,"Jl RS Fatmawati 39 ITC Fatmawati Lt 1 138,Cipete Utara,Kebayoran Baru, ",Jakarta,021 72791312,
Bijak Cell,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 135-B,Cideng,Gambir, ",Jakarta,021 63865665,
Big Blessing Cellular,"Jl RS Fatmawati 39 ITC Fatmawati Lt Dasar/64,Cipete Utara,Kebayoran Baru, ",Jakarta,021 7253555,
Big FM Radio,"Jl Raya Limboto, n/a",,0n/a 838877,
Bidi Mulyo CV,"Ds Bedah Lawak,Tembelang, PLOSO 61452",,0Pos 885826,
Bias PT,"Jl Soekarno-Hatta 45 Ds Geucue Meunara,Lamlagang,Baiturrahman, ",Banda Aceh,0651 48645,
Bicel Toko,"Jl Wijaya II Wijaya Graha Puri Bl D/6, ",Jakarta,021 7227212,
Biduri Eka Suaratama PT Radio,Jl Raya Cikuda 401,,0262-577090,
Biduri Eka Suaratama PT Radio,"Jl Raya Cikuda 401, CIKAJANG",,0262-577090,
BIASLAMBARO RASISONIA PT,"Jl Soekarno-Hatta 45 BANDA ACEH 23237, P.O. Box: 23237",,0651-43460,
Billy Jaya Motor Pt,"Jl Biak 7 C, Jakarta, ",Jakarta,021-344-0143,
BIASCIPT,"Jl Dr Sam Ratulangi Unit 252-A MAKASSAR 90133, P.O. Box: 90133",,0411-834383,
Bina Buana Perkasa PT,"Jl Sultan Iskandar Muda Kav V-TA Wisma Pondok Indah Lt 2 12310, ",Jakarta,021-7697151,
Bintan Biss Entertainment Radio,"Jl Jend A Yani 7-B, TANJUNGPINANG",,0771-317227,
Bintang Sosa CV,"Jl Lintas Pinarik 1, SIBUHUAN",,0636-421424,
Bintoro Karya PT Radio,"Jl Kyai Jebat 1 59511, DEMAK",,0291-681316,
BIMAREKSA DIRGANTARA PT,"Jl Sutan Syahrir 2 SANGGAU 78512, P.O. Box: 78512",,0564-21292,
BIMO INDAH PRATAMA PT,"Jl STM Mandiri 1 RT 001/12 DEPOK 16423, P.O. Box: 16423, ",Depok,021-77210205,
BIMANTARA PT,"Jl Flamboyan I 1 Wisma Inkorba BUKITTINGGI 26128, P.O. Box: 26128, ",Bukittinggi,0752-31800,
BIMA SENTRA CIPT,"Jl Kayu Jati V 14 RT 010/04 JAKARTA 13220, P.O. Box: 13220, ",Jakarta,021-4893148,
BIMO BIAN PERKASA PT,"Jl Kb Sirih Brt Dalam 56 RT 005/04 JAKARTA 10340, P.O. Box: 10340, ",Jakarta,021-2305116,
Bima Nusa CV,"Kompl Bida Ayu Bl E/48,Sungai Beduk,Sungai Beduk, ",Batam,0778 7028862,
BIMA PUTRA M PT,"Jl Kerinci 3 SOLO 57136, P.O. Box: 57136",,0271-664208,
Bima Bayu Perkasa PT,"Jl Nusa Kambangan 109,Dauh Puri Kauh,Denpasar Barat, ",Denpasar,0361 248497,
Bima Cell,"Jl Kapt Syafiri VIII/34 RT 003/02,Bancaran,Bangkalan, BANGKALAN 69112",,031 3096758,
Bimbit Cell,"Jl Naripan 89 Mall Be Bl B Lt 3/17,Braga,Sumur Bandung, ",Bandung,022 70490101,
Bima Voucher,"Jl Kp Melayu Kecil I 32 RT 015/10,Bukit Duri,Tebet, ",Jakarta,021 8352933,
Bintang Selaras Mandiri PT,"Jl Dr Wahidin 1-3,Ubung Kaja,Denpasar Barat, ",Denpasar,0361 420545,
Bina Cipta Jasa CV,"Jl Jend Sudirman Kompl Pantai Mas Permai A-3,Klandasan Ulu,Balikpapan Selat, ",Balikpapan,0542 731558,
Bina Ilmu Gemilang,"Jl Utan Panjang II 12 RT 004/010,Serdang,Kemayoran, ",Jakarta,021 4251551,
Bina Cellular,"Jl Swadaya Raya 30-B,Duren Sawit,Duren Sawit, ",Jakarta,021 86601528,
BintangCellDotCom,"Jl Soekarno Hatta 590 Metro Trade Centre Bl H/53,Margasari,Margacinta, ",Bandung,022 7536474,
Bintang Timur Cellular,"Jl Raya Klari 24, KARAWANG",,0267 432705,
Bintang Utara Cellular,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl L Lt 4/965,Cempaka Baru,K, ",Jakarta,021 42903606,
Bintang Techno Putra CV,"Perum Pd Lestari Bl G-4/2,Maradekaya,Makassar, ",Makassar,0411 5741626,
Bintang Mas Selular,"Jl Mangga Dua Raya 8 WTC Mangga Dua Bl A/41 Lt LG,Ancol,Pademangan, ",Jakarta,021 30013548,
Bintang Selular Toko,"Jl Asem Baris 36-A RT 004/06,Kebon Baru,Tebet, ",Jakarta,021 8314810,
Bintang Selluler,"Jl Raya Bogor Km 19 Kramat Jati Indah Plaza Bl P-5 Lt Dasar/33,Kramat Jati, ",Jakarta,021 8004140,
Bintang Mas Cellular,"Jl Prof Dr Satrio ITC Kuningan Bl B-13/3 Lt 3,Karet Kuningan,Setia Budi, ",Jakarta,021 57935171,
Bintang Jaya Cell,"Jl Duren Sawit Raya 2-C RT 004/08,Klender,Duren Sawit, ",Jakarta,021 86601606,
Bintang HP,"Jl Jemadi 43,P Brayan Kota,Medan Barat, ",Medan,061 6642896,
Bintang Celluler Toko,"Jl Pasar Kranggan 12 RT 002/03,Jati Sampurna,Jati Sampurna, ",Jakarta,021 8451558,
Bintang Cell,"Jl Jend Gatot Subroto 5,Burangrang,Lengkong, ",Bandung,022 70152227,
Bintang Cellular,"Jl Alternatif Cibubur Km 2-3 Plasa Cibubur Lt 3/12-A,Jatikarya,Jati Sampurn, ",Jakarta,021 84596880,
Biocom,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 81-B,Cideng,Gambir, ",Jakarta,021 63872916,
Biq FM,"Jl Jend A Yani Ged Puskib 76122, ",Balikpapan,0542-440841,
BIP FM Bone PT,"Jl Seram 3 RT 001/05, WATAMPONE",,0481 2001669,
Bio Selular Toko,"Jl Sutan Syahrir 67-A,Tarok Dipo,Guguk Panjang, ",Bukittinggi,0752 624662,
BINTANG PERDANA PERSADA PT,"Jl Kb Nanas Slt 2 RT 016/08 JAKARTA 13340, P.O. Box: 13340, ",Jakarta,021-85906794,
BINTORO KARYA PT,"Jl Kyai Jebat 1 DEMAK 59511, P.O. Box: 59511",,0291-681316,
Bio Cell,"Jl Tj Biru Raya 180-C RT 006/09,Gemah,Semarang Selatan, ",Semarang,024 6725171,
BINTANG MEDIA SWARA PT,"Jl Menteri Supeno 6 SOLO 57139, P.O. Box: 57139",,0271-731341,
BINA REKA DAYA II PT,"Jl Howitzer 9 RT 013/02 JAKARTA 10640, P.O. Box: 10640, ",Jakarta,021-42876555,
BINA TELADAN SENTOSA PT,"Kompl DPR II/16 RT 002/02 JAKARTA, ",Jakarta,021-5864182,
BINTANG CIPT,"Jl Panca Warga III 2-D RT 007/01 JAKARTA 13410, P.O. Box: 13410, ",Jakarta,021-85901992,
BINA INSAN SENTOSA PT,"Jl Wijaya Tmr 6 RT 015/02 JAKARTA, ",Jakarta,021-7255620,
BINA PUTRA MAHARDIKA PT,"Jl Kerinci Kadipiro SOLO 57136, P.O. Box: 57136",,0271-636799,
Bintara Pineng CV,"Jl Bintara Pineung, ",Banda Aceh,0651 7429410,
Blessing Cell,"Jl Pahlawan Seribu ITC Bumi Serpong Damai Bl C-6 Lt 1/1,Serpong,Serpong, ",Tangerang,021 53161731,
Blessed 2 Bless Toko,"Jl RS Fatmawati 39 ITC Fatmawati Bl KS Lt Dasar 174,Cipete Utara,Kebayoran, ",Jakarta,021 7398455,
Bintang Tani UD,"Kp Saribu Dolok, ",Pematang Siantar,0622 28094,
Bless Cellular,"Jl RS Fatmawati 39 ITC Fatmawati Lt Dasar 170,Cipete Utara,Kebayoran Baru, ",Jakarta,021 7398424,
Blessindo Toko,"Jl Roro Jonggrang Bl C/31,Curug, ",Tangerang,021 55655771,
Blessing Phone Shop,"Jl Raya Pd Gede Pondok Gede Plaza Bl A/27-B,Jati Waringin,Pondok Gede, ",Jakarta,021 8462982,
Blessindo Cellular,"Jl Mangga Besar Raya 81 Lokasari Plaza Bl K Lt Dasar/1,Tangki,Taman Sari, ",Jakarta,021 6013503,
Blatero Alam Perkasa CV,"Jl Swadaya IV 5-B RT 012/08,Jatinegara,Cakung, ",Jakarta,021 46833298,
Blangkon Selular,"Jl Stasiun Tmr D-4,Kranji,Purwokerto Timur, PURWOKERTO 53116",,0281 628783,
Blackberry Club & K-Touch,"Kompl Multatuli Indah Bl G/26,Aur,Medan Maimun, ",Medan,061 4537905,
Blambangan PT Radio,"Jl Melati 8,Boyolangu,Giri, BANYUWANGI 68424",,0333 417027,
BJ Sepakat CV,"Jl Agung Raya II 10 RT 008/07,Lenteng Agung,Jagakarsa, ",Jakarta,021 7272200,
BKtel Systems,"Jl Kapt Soebijanto German Centre Bldg 4th Fl Suite 4020,Lengkong Gudang,Ser, ",Tangerang,021 5376179,
BJ Selular,"Jl Untung Suropati 57,Kauman,Bojonegoro, BOJONEGORO 62113",,0353 891901,
BIWARA KIRANA MATARAM PT,"Jl KH Wahid Hasyim 258 YOGYAKARTA 55262, P.O. Box: 55262, ",Yogyakarta,0274-450361,
Black Berry Shop,"Jl MTC 2 ND Floor Blok F/32-35, ",Manado,0431 9106631,
Bivi Mobile,"Jl Dr Sam Ratulangi Lingk I 161, ",Manado,0431 876304,
BITHARA INDAH PT,"Jl Magamu 33 TOLI-TOLI 94514, P.O. Box: 94514",,0453-23217,
BIT Cellular,"Jl Ir H Juanda 1 RT 002/07,Kuningan,Kuningan, KUNINGAN 45511",,0232 875094,
Bogaria CV,"Ruko Centre Park Bl A/2, ",Batam,0778 478698,
Bola Mas PD,"Jl Mangga Besar Raya 81 Lokasari Plaza Lt 1 86,Tangki,Taman Sari, ",Jakarta,021 6120259,
Boma Bewara Suara PT Radio,"Jl Terminal Cibadak 36 43351, CIBADAK",,0266-536807,
Boking Wartel Tiga Besar Int,"Jl Ronggur Nihuta,Pangururan, PANGURURAN 22392",,0626 20547,
Boing PT,"Jl Letjen Suprapto 4, TANJUNGBALAI ASAHAN",,0623 595641,
Bola Tangkas Bonus,"Jl Hayam Wuruk, Jakarta, ",Jakarta,021-639-7212,
BOGOR SWARATAMA PT,"Kompl Leuwiliang Permai 99 BOGOR 16640, P.O. Box: 16640, ",Bogor,0251-640375,
BOGOR MANDIRI PT,"Kompl Griya Bogor Raya Bl S-2/15 BOGOR 16143, P.O. Box: 16143, ",Bogor,0251-359880,
Boga FM Radio,"Jl Andalas 31, WATAMPONE",,0481 27444,
Boe Radio,"Ds Bo'e Tentena, TENTENA",,0458 21437,
Bogor Swaratama PT Radio,"Kompl Leuwiliang Permai 99 16640, ",Bogor,0251-640375,
Bodhicitta,"Jl RS Fatmawati 39 ITC Fatmawati Lt 3 83,Cipete Utara,Kebayoran Baru, ",Jakarta,021 7210063,
Bocahe Dhewe Cell,"Jl Brigjen Slamet Riyadi 133 RT 005/06,Kartosuro,Kartosuro, SOLO 57167",,0271 783361,
Bobi Meger CV,"Jl HOS Cokroaminoto 87,Menteng,Menteng, ",Jakarta,021 3146201,
Bobie Cell,"Jl Leuwipanjang Bl 200-B/2,Situ Saeur,Bojongloa Kidul, ",Bandung,022 5220017,
Bobo Radio,"Jl Delima 22 63132, ",Madiun,0351-457900,
BM Seluler,"Jl Jend Sudirman RT 001/02, BAGAN BATU",,0765 51789,
BMT Era,"Jl Raya Secang 56, ",Magelang,0293 714412,
Borneo CV,"Jl Kp Sawah 17 RT 001/01,Kali Mulya,Sukmajaya, CIBINONG 16413",,021 82491795,
BORNEO CITRA VOCALIA PT,"Jl Punai 14 PALANGKARAYA 73112, P.O. Box: 73112, ",Palangkaraya,0536-3227602,
Borobudur Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 3 99-B,Cideng,Gambir, ",Jakarta,021 6305023,
Borneo Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 131-A,Cideng,Gambir, ",Jakarta,021 6304829,
Borneo Phone,"Jl Prof DR Satrio Mal Ambasador Lt 2-A Bl A-2/12-B,Karet Kuningan,Setia Bud, ",Jakarta,021 57939455,
Borjuis Cellular,"Jl Pemuda 27-31 World Trade Center Lt 2 Balleria Ruang 826,Embong Kaliasin, ",Surabaya,031 5319311,
Borone Radio,"Ds Borone, AMPANA",,0464 21632,
Borobudur Budibahaduri Mahardhika Widya Suara PT,Jl Semangka 7,,024-76911171,
Borneo Citra Vocalia PT Radio,"Jl Punai 14 73112, ",Palangkaraya,0536-3227602,
BONURAWIRA PERKASA PT,"Jl Jend Gatot Subroto 61 BEKASI 17530, P.O. Box: 17530, ",Bekasi,021-8902000,
BONTORANU PERMAI PT,"Jl Obsidian 32 JAKARTA 11720, P.O. Box: 11720, ",Jakarta,021-54392571,
BONSITA PT,"Jl Babura Baru 17 MEDAN 20153, P.O. Box: 20153, ",Medan,061-4563342,
BONITA JAYA SUARA MEDAN PT,"Jl Dr Setiabudi 102 MEDAN 20132, P.O. Box: 20132, ",Medan,061-8221487,
Bonsai CV,"Jl Medan - Banda Aceh 27, PANGKALAN BRANDAN",,0620 322496,
BONANZA FM PT,"Jl KH Agus Salim 134 KEDIRI 64118, P.O. Box: 64118, ",Kediri,0354-778500,
Bonek CV,"Jl Mandalasari, ",Metro,0725 661533,
Bonion CV,"Jl Pemuda, DOLOK SANGGUL",,0632 31045,
Bondan Aryanata PT,"Gg Ilyas 37 RT 003/07,Kebayoran Lama Selatan,Kebayoran Lama, ",Jakarta,021 72799790,
Bonek 2 CV,"Jl Raya Labuhan Maringgai, ",Metro,0725 661599,
BRR Cell,"Jl Burangrang 30,Burangrang,Lengkong, ",Bandung,022 70200199,
Bryan Bertrand CV,"Jl Raya Hankam 33-34 RT 003/05,Jati Warna,Pondok Gede, ",Jakarta,021 8444950,
Bromo Diesel UD,"Jl Merdeka 108,Candimulyo,Jombang, JOMBANG 61413",,0321 868938,
Brother Mitra Cellular,"Jl Timoho 52-B,Demangan,Gondokusuman, ",Yogyakarta,0274 566908,
Brother Cellular,"Jl Kemakmuran I G, ",Pekalongan,0285 430683,
Bromo Cellular,"Jl Gn Bromo Raya 35,Pemecutan Klod,Denpasar Barat, ",Denpasar,0361 7416757,
Bronto Cell,"Jl Sisingamangaraja 34, ",Yogyakarta,0274 7136988,
Bromo FM,"Jl Raya Panglima Sudirman 2 67219, ",Probolinggo,0335-424071,
Brian Cell,"Jl Karang Empat Besar 7,Ploso,Tambaksari, ",Surabaya,031 3817585,
Briana Jaya,"Jl Parangtritis Km 4/319,Mantrijeron,Mantrijeron, ",Yogyakarta,0274 415942,
Brimbun Raya Indah PT,"Jl Kendangsari III 26 60292, ",Surabaya,031-8496717,
